,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems
221,107.18244692631524,3638.0953711647453,10571.492190989373,6.122220761530134e-16,36.72695370979219,8554.518471531836,-1.829138754089854e-06,475.08829819959124,1307.4190626968891
222,3.183843102625949,2708.782329905404,2270.669172968681,2.504050339031474e-16,16.094870047451302,2555.3872694199076,47.73225720692754,133.43011334261215,1152.9896406668677
223,31.47762473820966,178.22468528978237,929.7335609319172,2.1843392987706997e-16,2.8870312682101247,889.5574126864043,18.334615178091614,64.20837931868184,115.48479766795869
224,6.050927201704327,2804.9827831901794,3417.343089456961,2.4889332754182775e-16,21.690487254959663,5103.811423362161,64.62187554718078,184.5527850977414,2061.9618559515493
225,11.670963798724822,3291.644594487,4074.2662567255697,2.885529925135575e-16,29.798751445115354,4981.49077897329,77.11161288071233,198.71799724067242,1988.5491126635202
226,554.1870698062528,3172.3743678067785,14904.31015934058,7.037079683028336e-16,52.74823571160689,11124.349604316469,4.480375945153007,651.9360277656883,1413.954558978893
227,503.17873403577244,3209.3009384567963,15377.74975334631,7.364686797005266e-16,61.15682350950026,10911.475802417703,50.87730887724887,677.1361231683098,1387.169492821713
228,553.3951060025659,2857.833946548188,15319.974280003726,6.871752195273304e-16,50.0528462178723,10747.421370929578,159.20843822208448,668.0560804193553,1495.8813753298198
229,248.0148617587294,4978.665420778711,15115.20734858833,7.392639425089592e-16,54.54229019661555,12894.478863382184,8.92513305577447,677.2605761009635,2743.792263268925
230,1061.9535044799918,2317.620470102539,14293.27840785264,6.585721727707852e-16,41.95236300018831,8473.295945603599,294.3912049245674,625.2780149011799,1807.4642142325504
231,1955.243517335878,986.5662175688055,11236.874068580979,5.313388020041486e-16,10.371590976678284,4908.968041092398,23.30940154546237,477.966605333375,937.0547802964609
232,95.14433560898627,4513.864908983669,8746.11368266393,4.93021908833417e-16,56.61437138623439,8381.9763337581,172.96622086247763,399.1002983539593,2373.1303550194193
